,0,1,2,3,4,5
0,0.8089887499809265,0.8241895437240601,0.7640449404716492,0.8216957449913025,0.7752808928489685,0.8079800605773926
1,0.7415730357170105,0.805486261844635,0.7977527976036072,0.8316708207130432,0.7977527976036072,0.8154613375663757
2,0.8089887499809265,0.7992518544197083,0.8089887499809265,0.8216957449913025,0.7977527976036072,0.8067331910133362
3,0.8314606547355652,0.8154613375663757,0.7977527976036072,0.8254364132881165,0.7977527976036072,0.8179551362991333
4,0.8202247023582458,0.8192020058631897,0.8202247023582458,0.8304239511489868,0.8202247023582458,0.8142144680023193
5,0.7528089880943298,0.8229426145553589,0.7528089880943298,0.8254364132881165,0.7640449404716492,0.8216957449913025
6,0.7528089880943298,0.8229426145553589,0.8089887499809265,0.8254364132881165,0.7977527976036072,0.8142144680023193
7,0.9213483333587646,0.8117206692695618,0.9213483333587646,0.8216957449913025,0.8876404762268066,0.8067331910133362
8,0.7752808928489685,0.8079800605773926,0.7640449404716492,0.8216957449913025,0.7640449404716492,0.8104737997055054
9,0.7888888716697693,0.8227216005325317,0.7888888716697693,0.8264669179916382,0.7666666507720947,0.8114856481552124
10,0.8002371966838837,0.8151898562908173,0.8024843871593476,0.8251653909683228,0.7968913793563843,0.8126947045326233
11,0.04756569315301416,0.007898786872027129,0.04283203057753156,0.0033034579134662454,0.03346794280364902,0.004478898831193544
